"cell_type","MS4A1","CD14","LYZ","IL7R","CD3E","CD8A","FCER1A","CST3","FCGR3A","PPBP","GNLY","NKG7","UMAP1","UMAP2"
"CD4 T cells",0,0,2.54994312838816,2.54994312838816,3.20326463733038,0,0,0,0,0,0,0,4.73645186424255,0.10136966407299
"CD8 T cells",0,0,1.82197067637622,0,1.82197067637622,2.43080822783131,0,0,1.82197067637622,0,0,4.54661476715043,7.96022549271584,1.94845187664032
"B cells",1.8774934218237,0,1.8774934218237,0,0,0,0,0,0,0,0,0,3.0426721572876,-8.7251195907593
"CD4 T cells",0,0,2.34591950947395,1.74421970334358,1.74421970334358,0,0,1.74421970334358,0,0,0,0,3.23651361465454,0.653877675533295
"B cells",1.74734361007703,0,0,0,0,0,0,0,0,0,0,0,2.86545562744141,-8.9491577148438
"B cells",2.5116320170921,0,0,0,0,0,0,1.8964969142605,0,0,0,0,3.17262935638428,-8.4183959960938
"CD4 T cells",0,0,2.7499141123751,0,0,0,0,0,0,0,0,0,4.51590466499329,1.60637748241425
"B cells",3.07881114144008,0,0,0,0,0,0,0,0,0,0,0,3.42509031295776,-7.9977149963379
"CD4 T cells",0,0,0,1.47511630303706,2.67319486153712,0,0,0,0,0,0,0,2.76674222946167,-0.55510413646698
"CD4 T cells",1.66269508910763,0,1.66269508910763,2.25622786427144,2.25622786427144,0,0,1.66269508910763,0,0,0,0,1.81819677352905,1.21536731719971
"CD4 T cells",2.14526707375794,0,1.56279933612564,2.14526707375794,2.51093855581789,0,0,1.56279933612564,0,0,0,0,5.20286631584167,-1.09939885139465
"CD8 T cells",0,0,1.88551008878341,0,0,1.88551008878341,0,0,0,0,0,4.56461017503423,8.62470138072968,2.00776362419128
"NK cells",0,0,0,0,2.60558807017586,0,0,0,0,0,5.13743824985265,4.24800250983934,9.34170818328857,0.496977031230927
"CD4 T cells",0,0,0,0,0,0,0,0,0,0,0,0,3.8622932434082,2.62555766105652
"B cells",1.97884935681483,0,0,0,0,0,0,0,0,0,0,0,3.34659290313721,-9.0026350021362
"CD4 T cells",0,0,0,0,1.68451117798031,0,0,0,0,0,0,0,2.66081047058105,0.564628303050995
"B cells",0,0,0,0,0,0,0,0,0,0,0,0,1.78334712982178,-8.876766204834
"B cells",2.17375076030077,0,0,0,0,0,0,0,0,0,0,1.588336428744,4.07716345787048,-9.0746765136719
"CD8 T cells",1.86217722080732,0,1.86217722080732,0,0,0,0,0,1.86217722080732,0,0,4.53733604631453,8.13250160217285,2.098219871521
"CD14+ Monocytes",0,2.69287596471807,5.19330879384848,0,0,0,0,3.35159421491937,0,0,0,0,-2.1391983032227,4.53248119354248
"CD4 T cells",0,0,0,2.81335849607541,2.81335849607541,0,0,0,1.8280804879181,0,0,0,4.68890833854675,0.876572787761688
"FCGR3A+ Monocytes",0,1.43192314015944,2.62081862488934,0,1.43192314015944,0,0,4.21835418893414,3.95101081407735,0,0,0,-6.0693387985229,1.38891410827637
"CD4 T cells",0,0,2.36608710997583,2.36608710997583,0,0,0,1.4394888082265,0,0,0,0,5.25335907936096,-0.194534495472908
"CD4 T cells",0,0,0,1.69387047869308,2.2906131819356,0,0,0,0,0,0,0,4.29443645477295,-0.691596329212189
"B cells",2.64966118933829,0,2.02480344377876,0,0,0,0,0,0,0,0,0,3.04748439788818,-9.1847906112671
"CD8 T cells",0,0,0,0,0,0,0,0,2.00787212911214,0,0,4.18166125114934,8.31036472320557,1.56837666034698
"CD8 T cells",0,0,0,0,2.60037797328632,0,0,0,0,0,0,2.60037797328632,7.05434101819992,2.0220844745636
"CD4 T cells",0,0,0,2.2906131819356,2.2906131819356,0,0,0,0,0,0,0,1.93446779251099,0.74129045009613
"CD4 T cells",0,0,1.66721209424923,2.26121682409615,1.66721209424923,0,0,0,0,0,0,0,3.5134539604187,0.598773062229156
"CD4 T cells",1.60402000419271,0,0,2.55869531334854,0,0,0,0,0,0,0,0,5.09970045089722,-0.178720250725746
"FCGR3A+ Monocytes",0,0,3.78935051422824,0,0,0,0,4.15009397164243,2.73496615500187,0,0,0,-5.8095474243164,1.62942099571228
"CD4 T cells",0,0,0,0,2.64580015015964,0,0,0,0,0,0,0,2.70418834686279,0.0584020353853703
"CD4 T cells",0,0,1.54370083335211,0,2.12390931231874,0,0,0,0,0,0,0,2.66619110107422,-0.0740947797894478
"CD4 T cells",0,0,2.12553181809693,2.49039384225707,1.545150189796,0,0,1.545150189796,0,0,0,0,3.73819351196289,0.626987099647522
"B cells",3.49495732377592,0,2.31532874066051,0,0,1.71633991396968,0,0,0,0,0,0,3.47947788238525,-8.4661464691162
"CD8 T cells",0,0,2.47397757925581,2.47397757925581,0,2.47397757925581,0,0,0,0,3.12408724813577,2.47397757925581,5.97505402565002,1.40285396575928
"CD4 T cells",0,0,0,2.18103416648712,2.18103416648712,0,0,1.59487838953934,0,0,0,0,3.82408618927002,0.845658302307129
"NK cells",0,0,0,0,0,0,0,0,3.41246213873182,0,3.69187008773235,4.59309265537361,10.4667103290558,1.93834340572357
"CD4 T cells",0,0,1.58957753864035,1.58957753864035,1.58957753864035,0,0,0,0,0,0,0,2.38829898834229,-0.197007313370705
"NK cells",0,0,1.93097436563771,0,0,0,0,1.93097436563771,0,0,5.1474396266914,4.99994947271044,10.31951212883,1.11918389797211
"CD4 T cells",0,0,0,2.2763703435199,0,0,0,0,0,0,1.68094510288776,0,3.65355014801025,-0.0222935099154711
"CD14+ Monocytes",0,0,4.94252134243737,1.65170237368734,1.65170237368734,0,0,3.66209042128617,0,0,0,1.65170237368734,-1.8615560531616,3.14294362068176
"CD4 T cells",0,0,0,1.83027514130867,2.43983991154884,0,0,0,0,0,0,0,4.39925360679626,1.10965514183044
"CD14+ Monocytes",0,0,3.64307900234371,0,2.33236965435157,0,0,3.36408297581715,0,0,0,0,-2.1783418655396,4.11159133911133
"CD4 T cells",0,0,1.8774934218237,0,2.86854049623893,0,0,0,0,0,0,0,4.07250905036926,0.54071182012558
"CD4 T cells",0,0,0,0,3.07881114144008,2.06823523928699,0,0,0,0,2.06823523928699,0,2.94941473007202,1.8083381652832
"CD14+ Monocytes",0,2.16927515978799,5.84258526341083,0,0,0,0,3.80505338649801,0,0,0,0,-3.5173530578613,1.70563960075378
"CD14+ Monocytes",0,2.33461254480638,5.29803289960685,0,1.97643552069954,0,0,4.14582512536534,1.41305463151878,0,0,0,-2.730372428894,1.83287417888641
"CD8 T cells",0,0,0,1.72994988421238,1.72994988421238,0,0,1.72994988421238,0,0,0,2.97356257781893,6.39933598041534,-0.135907545685768
"CD4 T cells",0,0,2.72658497052282,2.09682789836974,1.519546796596,0,0,0,0,0,0,1.519546796596,5.51874184608459,0.157448992133141
"CD14+ Monocytes",0,2.85044586526723,4.74552709103037,0,1.86125918309788,0,0,4.27128774883291,0,0,0,0,-2.059591293335,2.65356636047363
"CD4 T cells",0,0,1.56071546606206,2.50851588838906,2.14293903016024,0,0,0,0,0,0,0,3.54952049255371,-1.54219233989716
"CD4 T cells",0,0,0,0,2.45235860004741,0,0,0,0,0,2.45235860004741,0,3.22071743011475,2.060133934021
"NK cells",0,0,0,0,0,0,0,1.74149763444717,2.98686958629615,0,3.76937454813312,5.56000266754031,10.2724766731262,1.60004830360413
"CD4 T cells",0,0,0,2.89461290330216,2.05803927498675,1.48507590567967,0,0,0,0,0,0,5.22122931480408,-0.829655766487122
"CD4 T cells",0,0,0,0,2.18627765716026,0,0,0,0,0,0,0,3.89125990867615,-0.554545879364014
"CD14+ Monocytes",0,0,4.5668252796802,0,0,0,0,2.82571565195042,0,0,0,0,-2.5159912109375,4.24050331115723
"CD4 T cells",0,0,0,2.41674293930145,1.80904999402427,1.80904999402427,0,0,0,0,1.80904999402427,0,5.87088060379028,-0.208250373601913
"CD8 T cells",0,0,0,0,0,2.62022784104085,0,0,0,0,0,4.06602808775942,8.49992603063583,2.03242945671082
"CD14+ Monocytes",0,1.3936137675001,5.20819079012443,1.3936137675001,0,0,0,4.07002310663559,0,0,0,0,-3.1240119934082,1.73481512069702
"NK cells",0,0,2.69932057657129,0,0,0,0,0,2.32692808480662,0,4.71811490616927,4.75857955683594,10.7086408138275,1.79342639446259
"CD8 T cells",0,0,1.76037827239926,0,2.3636117977186,1.76037827239926,0,0,0,0,0,1.76037827239926,7.0957727432251,1.04011535644531
"CD14+ Monocytes",0,1.90326544635738,5.21302306994893,0,0,0,0,4.32016337505771,0,0,0,0,-1.5914812088013,2.79047536849976
"CD4 T cells",0,0,0,1.55039484657658,1.55039484657658,0,0,1.55039484657658,0,0,0,0,2.79734420776367,-0.435654729604721
"CD4 T cells",0,0,1.26778505975402,1.26778505975402,1.80926344847303,0,0,0,0,0,0,0,4.89929223060608,-1.09810018539429
"CD4 T cells",0,0,0,3.26372256755306,0,0,0,0,0,0,0,0,4.49196338653564,1.63015151023865
"FCGR3A+ Monocytes",0,0,3.63336544608731,0,0,0,0,4.51144409673577,2.58625791111744,0,0,2.85493520700206,-5.2198781967163,2.39466953277588
"B cells",1.66131124334609,0,1.66131124334609,0,0,0,0,0,0,0,0,0,3.42338275909424,-8.628249168396
"B cells",2.15094959722266,0,0,0,0,0,0,0,0,0,2.15094959722266,0,2.21004390716553,-8.4551820755005
"CD4 T cells",0,0,0,2.66673205177148,2.29541660351543,0,0,0,1.69823341121723,1.69823341121723,0,0,2.41174936294556,0.595722198486328
"CD4 T cells",0,0,2.27441172396767,1.67916899080944,2.64498948459979,0,0,0,0,0,0,0,4.26396679878235,-1.84332978725433
"CD14+ Monocytes",0,0,4.24560617938984,0,0,0,0,3.90325134025835,0,0,0,0,-3.9683713912964,2.204918384552
"CD4 T cells",0,0,0,1.7391728066723,1.7391728066723,0,0,1.7391728066723,0,0,0,0,5.05286502838135,1.03172612190247
"CD4 T cells",0,0,2.12618175857957,0,1.54573084079698,0,0,0,0,0,0,0,5.38490176200867,-2.1260347366333
"B cells",2.13885385956651,0,0.810167085121941,0,0,0,0,0.810167085121941,0,0,0,0,4.16898512840271,-9.0399465560913
"B cells",3.51753082903374,0,0,0,0,0,0,2.02025167330389,0,0,0,0,3.2746958732605,-8.8132705688477
"CD8 T cells",0,0,2.00898929169822,0,0,0,0,0,2.00898929169822,0,4.18293187917735,4.36270791222651,8.56041216850281,2.10678672790527
"CD4 T cells",0,0,2.56365802305712,1.94471110814427,2.77127719749817,0,0,0,0,0,0,0,4.21084547042847,-0.236257150769234
"B cells",2.28385637100582,0,1.68773655001134,0,0,0,0,0,0,0,0,2.28385637100582,2.47488164901733,-8.3939838409424
"B cells",3.03222506854499,0,0,0,0,0,0,0,0,0,0,0,1.81285572052002,-7.39049243927
"CD4 T cells",0,0,0,0,2.7499141123751,0,0,0,0,0,0,0,2.95282459259033,2.28990125656128
"B cells",1.50466099760988,0,1.50466099760988,0,0,0,0,0,0,0,1.50466099760988,0,3.35499572753906,-9.3426141738892
"CD4 T cells",0,0,2.31615185204355,2.31615185204355,2.68817996073914,0,0,0,0,0,0,0,4.26724815368652,-0.0444092787802219
"CD14+ Monocytes",0,0,4.64528265050094,0,0,0,0,2.84942289895549,1.86034229705167,0,0,1.86034229705167,-3.6840600967407,1.56452083587646
"CD4 T cells",0,0,0,0,0,0,0,0,0,0,0,0,3.98053312301636,-0.119482956826687
"NK cells",0,0,1.05487205098743,1.55671526480722,0,0,0,0,2.33776289024992,0,2.33776289024992,3.69644481277213,10.8924217224121,1.17428195476532
"CD4 T cells",0,0,1.81720613488922,1.81720613488922,3.07355205239854,1.81720613488922,0,1.81720613488922,0,0,0,0,2.37570238113403,1.62218904495239
"CD14+ Monocytes",0,0,5.38416916747666,0,0,0,0,3.77356731289734,0,0,0,0,-1.3585472106934,3.07944822311401
"CD4 T cells",0,0,0,1.76598168249413,2.36974076323712,0,0,0,0,0,0,0,2.3231520652771,1.50051975250244
"CD4 T cells",0,0,0,2.37961268000602,2.01940121907183,0,0,0,0,0,1.45088903063211,0,3.43933868408203,-0.517426371574402
"CD4 T cells",0,0,1.89169991741654,1.89169991741654,1.89169991741654,0,0,0,0,0,0,0,3.5234169960022,2.67552638053894
"CD4 T cells",0,0,1.63222164817016,0,2.85996440186178,0,0,0,0,0,0,1.63222164817016,2.27142429351807,1.47158849239349
"CD14+ Monocytes",0,0,4.60404470738633,0,0,0,0,3.639763217011,0,0,0,0,-3.3710327148438,3.16601228713989
"FCGR3A+ Monocytes",0,0,2.07648965181289,1.3325158444303,0,0,0,2.95171200456794,3.45619827280705,0,0,0,-6.8638534545898,1.5911180973053
"CD4 T cells",0,0,2.06402063486034,1.49038171451844,2.06402063486034,0,0,1.49038171451844,0,0,0,0,3.35179805755615,0.356418251991272
"CD4 T cells",0,0,1.54544045030975,0,2.75748444996177,0,0,0,0,0,0,0,3.37392854690552,-0.290925115346909
"Dendritic cells",0,0,4.41945827304168,1.48586893971067,0,0,2.05893353745871,4.45979852140813,0,0,1.48586893971067,0,-2.77476978302,-0.198911905288696
"B cells",2.45868851108846,0,0,0,0,0,0,1.84762540377944,0,0,0,0,3.50896096229553,-8.029748916626
"CD4 T cells",1.37654907291002,0,1.37654907291002,2.29087929861518,2.29087929861518,0,0,0,0,0,0,0,3.83423447608948,-1.00966942310333
"CD4 T cells",0,0,1.86355644233966,1.31461347305505,1.86355644233966,0,0,0,0,0,0,0,4.03254556655884,0.382908552885056
"NK cells",0,0,0,0,3.3030387918598,0,0,0,0,0,5.06367624184908,4.77809937673527,10.5150496959686,0.790927886962891
"NK cells",0,0,0,0,0,0,0,0,2.66258782702545,0,3.99513791213865,5.9427993751267,10.0255289077759,2.01871252059937
"FCGR3A+ Monocytes",0,0,2.6571123052048,1.06249475289832,0,0,0,3.5022749267036,3.5022749267036,0,1.06249475289832,0,-6.5511283874512,1.4754558801651
"CD14+ Monocytes",0,0,3.95101081407735,1.43192314015944,0,0,0,4.06665431270193,1.43192314015944,0,0,1.43192314015944,-3.6850910186768,2.02594971656799
"CD14+ Monocytes",0,2.09714111877924,5.4362142166822,0,0,0,0,3.11033565629299,0,0,0,0,-1.6111335754395,3.87246966362
"CD14+ Monocytes",0,1.39384156675527,5.17477916528716,0,0,0,0,4.12076025216187,0,0,0,0,-3.8653583526611,1.42280650138855
"B cells",2.67131361394878,0,2.04504095614654,2.04504095614654,2.04504095614654,0,0,2.04504095614654,0,0,0,0,2.72887277603149,-8.5712118148804
"CD4 T cells",0,0,2.21338654529322,2.85031793020484,2.21338654529322,2.21338654529322,0,0,0,0,0,0,1.86961603164673,-0.0620082505047321
"CD4 T cells",0,0,0,1.519546796596,0,0,0,0,0,0,0,0,5.0360414981842,-0.295470654964447
"B cells",0,0,0,0,0,0,0,0,0,0,0,0,2.2011194229126,-9.2428493499756
"CD4 T cells",0,0,0,0,1.39066019417414,0,0,0,0,0,0,0,3.70607376098633,-0.555459678173065
"CD4 T cells",0,0,2.56531866777872,0,2.19758021192543,0,0,0,0,0,0,0,4.99074697494507,1.13752293586731
"B cells",2.39381437477974,0,1.78801928284575,0,0,0,0,0,0,0,0,0,2.96989250183105,-9.0388250350952
"FCGR3A+ Monocytes",0,1.85395612810536,4.33585722556944,0,0,0,0,4.52770045329326,1.85395612810536,0,0,0,-4.5957794189453,2.04172301292419
"B cells",3.99907231119423,0,2.66631673970834,0,0,0,0,0,0,0,0,3.32409175176032,1.84915208816528,-7.9736585617065
"NK cells",0,0,1.90035706071708,0,0,0,0,0,3.1677142504442,0,3.70912254741912,4.83740989793886,9.9843578338623,1.18494641780853
"CD4 T cells",0,0,2.90777594019827,2.90777594019827,2.26778748391074,0,0,0,0,0,0,0,3.63443851470947,1.7011593580246
"CD4 T cells",0,0,0,0,1.63554053633674,0,0,0,0,0,0,0,3.3310341835022,1.48100912570953
"CD4 T cells",0,0,1.6435731596723,0,1.6435731596723,0,0,1.6435731596723,0,0,0,0,4.96757364273071,-1.27661836147308
"FCGR3A+ Monocytes",0,0,2.50369118630786,0,0,0,0,3.86663721942249,3.07194453142788,0,1.05475008190674,0,-6.4604787826538,1.26699340343475
"CD14+ Monocytes",0,2.3732634856087,4.68264925098742,0,0,0,0,3.40774524063329,0,0,0,0,-2.1299228668213,3.0832040309906
"FCGR3A+ Monocytes",0,0,3.17657396065458,0,1.12742086529988,0,0,3.53814152459982,3.33718760032735,0,0,0,-6.0187091827393,1.86565160751343
"CD14+ Monocytes",0,3.42483845038059,4.50150873790165,0,2.13172802768184,0,0,4.10157443098162,0,0,0,0,-1.764536857605,3.97200846672058
"CD4 T cells",0,0,1.50985911457773,2.08594362943213,2.08594362943213,1.50985911457773,0,0,0,0,0,0,2.09988117218018,-0.0467137582600117
"CD8 T cells",0,0,1.97189696193637,0,1.97189696193637,1.97189696193637,0,0,2.97312237002494,0,0,4.39932360928462,9.25000166893005,1.31925547122955
"CD8 T cells",0,0,2.68945818564196,3.17274086992868,2.31738806956212,0,0,0,0,0,3.93808481836533,3.74173488546097,7.5469188131392,0.543857038021088
"CD4 T cells",0,0,0,2.28822202882376,1.69169931933607,0,0,0,0,0,0,2.28822202882376,5.30496406555176,0.377389252185822
"CD14+ Monocytes",0,2.31450645440484,4.98988027543487,0,0,0,0,4.92579541666671,0,0,0,0,-2.3482036590576,2.51139092445374
"B cells",2.0485643031154,0,0,0,0,0,0,0,0,0,0,0,1.7759108543396,-8.7182178497314
"NK cells",0,0,0,0,0,0,0,0,3.27548631131698,0,4.34857668027984,4.7497240817668,10.5731720924377,0.942758858203888
"CD4 T cells",0,0,1.81311650705746,0,1.27109678510216,0,0,0,1.27109678510216,0,0,1.81311650705746,2.5786280632019,-1.01440048217773
"CD4 T cells",0,0,0,1.62924857899404,0,0,0,0,0,0,0,0,3.51574778556824,1.42061865329742
"CD14+ Monocytes",1.35077388745038,1.35077388745038,5.4373527491516,0,0,1.35077388745038,0,3.64245205705131,0,0,0,0,-3.4230546951294,1.84902536869049
"CD14+ Monocytes",0,2.8143407598285,5.06146620594369,0,0,1.82895755035911,0,4.15463498513377,0,0,0,0,-1.760290145874,2.78941082954407
"CD4 T cells",0,0,0,0,2.09965141229548,0,0,0,2.09965141229548,0,0,0,4.85919141769409,0.613841235637665
"CD4 T cells",0,0,0,1.70189036422705,1.70189036422705,2.29944114250408,0,0,0,0,1.70189036422705,0,2.8304762840271,0.968040704727173
"B cells",2.46605184902437,0,2.46605184902437,0,0,0,0,0,0,0,0,0,3.61597323417664,-8.7942333221436
"CD4 T cells",0,0,0,1.97242949798354,1.97242949798354,0,0,0,0,0,0,0,3.61427879333496,1.5097975730896
"FCGR3A+ Monocytes",0,0,3.78140304460052,0,0,0,0,3.83427003574458,2.35407131779267,0,0,1.21849288821875,-5.7088766098022,1.39464294910431
"CD4 T cells",0,0,0,1.72424673944707,0,0,0,0,0,0,0,0,3.32854318618774,0.903139412403107
"CD8 T cells",0,0,0,0,4.62063655487731,2.49923552910386,0,1.88503609469662,0,0,2.87693615507005,2.49923552910386,7.20003631711006,0.879275262355804
"NK cells",0,0,0,0,0,0,0,1.56131017941111,3.30891474274141,0,4.1148163096503,5.06973737780337,10.6197423934937,1.76812362670898
"CD8 T cells",0,0,1.9365404041865,0,3.20837578805825,2.554855213483,0,0,0,0,0,3.20837578805825,7.74909822642803,1.80966746807098
"CD8 T cells",0,0,0,1.91501447476243,2.91023490139558,1.91501447476243,0,0,1.91501447476243,0,0,3.39903455060121,8.54741954803467,0.369366079568863
"B cells",2.58210435582863,0,0,1.62432251016154,0,1.62432251016154,0,2.21374942574787,0,0,0,0,2.85035705566406,-9.2840557098389
"CD4 T cells",0,0,1.56788798915542,0,2.51685108634779,0,1.56788798915542,0,0,1.56788798915542,0,0,2.04971408843994,0.304208278656006
"CD4 T cells",0,0,1.62826047040432,1.62826047040432,1.62826047040432,0,0,0,0,0,0,0,2.31003618240356,-0.193992018699646
"B cells",2.57984721214217,0,0,0,0,0,0,1.62236216341504,0,0,0,0,3.30622816085815,-8.1825761795044
"CD14+ Monocytes",1.3631966075373,1.91946872987575,5.24735774784612,0,0,0,0,3.92093027985882,0,0,0,1.3631966075373,-3.2906904220581,1.46727681159973
"CD14+ Monocytes",0,2.35277882971183,4.8258444685208,0,0,0,0,3.38588892208523,0,0,2.35277882971183,0,-2.8499794006348,3.64091730117798
"CD8 T cells",0,0,1.7360849798154,0,2.9806352475718,0,0,0,1.7360849798154,0,1.7360849798154,3.95940074313085,8.80869281291962,2.07546806335449
"CD14+ Monocytes",0,2.16073844554124,5.26237189812368,0,0,0,0,4.24989267483695,0,0,0,0,-1.857702255249,2.71283531188965
"CD14+ Monocytes",0,1.97804388912805,4.61172294561386,1.41446740078884,1.97804388912805,1.41446740078884,0,2.97989592153329,1.41446740078884,0,0,0,-1.9317817687988,1.9803102016449
"CD4 T cells",0,0,0,2.52526876846663,1.90911670117351,0,0,0,0,0,0,1.90911670117351,5.63612103462219,0.618794322013855
"CD4 T cells",0,0,1.4100048408923,2.59405256144498,1.97296240954775,0,0,0,0,0,0,0,4.26090145111084,0.0768582448363304
"CD4 T cells",0,0,1.66651521998421,1.66651521998421,2.63052566933295,0,0,0,0,0,0,0,3.95298337936401,1.03981459140778
"CD8 T cells",0,0,0,0,1.89697833179407,0,0,0,1.89697833179407,0,3.37856355483282,4.91981548959308,9.48251616954803,1.87578392028809
"B cells",3.60548487424921,0,0,0,0,0,0,0,0,0,0,2.55979565564398,2.19290494918823,-7.7689342498779
"CD4 T cells",0,0,1.92245311674575,0,1.92245311674575,0,0,0,0,0,0,0,1.92259740829468,0.779547035694122
"CD4 T cells",0,0,0,0,2.35666237280503,0,0,0,0,0,0,0,4.89615845680237,0.263814896345139
"CD4 T cells",0,0,1.46505633091344,0,2.39638149715356,0,0,0,0,0,0,0,2.51744413375854,0.201908394694328
"CD4 T cells",0,0,0,1.545150189796,2.12553181809693,0,0,0,1.545150189796,0,1.545150189796,0,2.73140621185303,-0.621866166591644
"CD14+ Monocytes",0,2.77106659846656,5.71787341947061,0,0,0,0,4.10927682204666,0,0,0,0,-2.8185195922852,1.90933012962341
"CD4 T cells",0,0,1.71821436207196,1.71821436207196,1.71821436207196,0,0,0,0,0,0,1.71821436207196,2.36803579330444,1.25995433330536
"CD4 T cells",0,0,1.61136068181353,0,0,0,0,0,0,0,0,0,2.29618644714355,1.83971869945526
"FCGR3A+ Monocytes",0,0,3.54037386257535,0,0,0,0,4.01466419618606,3.54037386257535,0,1.12897593463641,0,-5.5194597244263,1.17069733142853
"CD4 T cells",0,0,0,3.41104457188298,0,0,0,0,0,0,0,0,3.57521986961365,1.77451109886169
"CD8 T cells",0,0,0,0,0,0,0,0,1.72880552249059,0,0,3.95072672462231,8.74087691307068,1.68855559825897
"CD14+ Monocytes",0,1.8116156410013,4.85987591028561,0,0,0,0,3.45700938115822,0,0,0,0,-1.74560546875,3.26458525657654
"CD14+ Monocytes",0,2.53057238575865,5.28589954307024,0,0,0,0,4.07420083629597,0,0,0,0,-1.6895313262939,4.3278284072876
"CD4 T cells",0,0,0,0,1.67492500739441,0,0,1.67492500739441,0,0,1.67492500739441,1.67492500739441,4.17119240760803,0.79002720117569
"CD14+ Monocytes",0,1.3573810936217,5.15997541118495,0,0,0,0,4.80575823340689,1.3573810936217,0,0,0,-3.1381492614746,2.45957708358765
"B cells",3.25809653802148,0,0,0,0,0,0,0,0,0,0,0,2.17636489868164,-8.4174976348877
"CD4 T cells",0,0,2.16653341517194,0,2.16653341517194,0,0,0,0,0,0,0,3.51349139213562,-1.55862390995026
"CD4 T cells",0,0,2.10028024742432,1.52262201975748,0,0,0,0,0,1.52262201975748,0,1.52262201975748,3.14603996276855,1.18874788284302
"CD14+ Monocytes",0,0,3.26533630129078,0,0,0,0,3.26533630129078,0,0,0,0,-2.0279626846313,4.62821292877197
"CD4 T cells",2.06102417790366,0,2.06102417790366,2.68839286825371,0,0,0,0,0,0,0,0,5.20324277877808,0.88277542591095
"FCGR3A+ Monocytes",0,1.77365793827803,2.75220128601141,0,0,0,0,3.86025581156023,2.58255649688697,0,0,1.2372675182925,-5.4576005935669,1.27452993392944
